timestamp,grid_activepower,wind_speed,Theoretical_Power_Curve
17 01 2025 20:50,2199.22,11.28,2684.98
17 01 2025 21:00,171.66,5.75,98.66
17 01 2025 21:10,1160.55,9.67,1405.73
17 01 2025 21:20,79.46,2.42,0.0
17 01 2025 21:30,2111.59,11.16,2573.27
17 01 2025 21:40,218.11,7.09,324.9
17 01 2025 21:50,-5.0,3.77,2.13
17 01 2025 22:00,3190.04,15.76,3450.0
17 01 2025 22:10,642.02,8.22,674.95
17 01 2025 22:40,155.9,6.3,170.14
17 01 2025 22:50,157.39,6.35,177.68
17 01 2025 23:00,-5.0,4.7,23.45
17 01 2025 23:10,29.98,5.92,117.29
17 01 2025 23:20,154.04,6.03,131.32
17 01 2025 23:30,45.98,2.28,0.0
17 01 2025 23:40,203.7,8.88,960.63
18 01 2025 00:00,-5.0,1.4,0.0
18 01 2025 00:20,7.95,5.15,47.1
18 01 2025 00:30,529.96,7.83,533.0
18 01 2025 00:50,2752.38,11.34,2746.85
18 01 2025 01:00,43.81,4.13,6.87
18 01 2025 01:10,132.62,9.78,1472.31
18 01 2025 01:20,418.5,11.78,3201.1
18 01 2025 01:30,477.41,12.78,3450.0
18 01 2025 01:40,2958.83,15.72,3450.0
18 01 2025 02:00,-5.0,3.37,0.24
18 01 2025 02:20,-5.0,0.95,0.0
18 01 2025 02:40,2570.24,13.7,3450.0
18 01 2025 03:00,56.24,5.22,51.86
18 01 2025 03:10,2923.56,17.84,3450.0
18 01 2025 03:40,1099.61,9.26,1161.33
18 01 2025 03:50,916.17,14.61,3450.0
18 01 2025 04:00,591.07,7.95,575.24
18 01 2025 04:10,2676.53,12.04,3450.0
18 01 2025 04:20,26.18,5.63,85.67
18 01 2025 04:30,933.91,8.93,988.11
18 01 2025 04:40,1212.97,9.69,1419.82
18 01 2025 04:50,-5.0,1.45,0.0
18 01 2025 05:10,104.04,4.64,20.73
18 01 2025 05:20,2912.95,16.11,3450.0
18 01 2025 05:40,2438.32,11.24,2644.86
18 01 2025 05:50,215.54,5.77,100.45
18 01 2025 06:00,-5.0,4.26,9.49
18 01 2025 06:10,-5.0,2.35,0.0
18 01 2025 06:20,642.48,8.1,626.81
18 01 2025 06:30,130.69,1.32,0.0
18 01 2025 07:00,8.21,0.66,0.0
18 01 2025 07:10,1805.51,10.25,1806.24
18 01 2025 07:20,11.12,4.66,21.47
18 01 2025 07:30,-5.0,3.47,0.48
18 01 2025 07:40,-5.0,5.15,46.98
18 01 2025 08:00,121.97,4.89,31.97
18 01 2025 08:10,71.31,4.97,36.19
18 01 2025 08:20,21.03,2.36,0.0
18 01 2025 08:30,-5.0,3.06,0.0
18 01 2025 08:40,48.14,6.43,191.77
18 01 2025 08:50,204.83,6.45,193.95
18 01 2025 09:00,-5.0,5.08,42.83
18 01 2025 09:10,2942.24,14.56,3450.0
18 01 2025 09:20,2923.59,14.07,3450.0
18 01 2025 09:30,3.47,3.85,2.95
18 01 2025 09:50,2774.36,11.96,3402.33
18 01 2025 10:10,3192.57,11.62,3027.02
18 01 2025 10:20,1140.53,9.81,1494.85
18 01 2025 10:30,2737.2,12.38,3450.0
18 01 2025 10:40,117.9,6.81,262.73
18 01 2025 10:50,295.62,7.22,355.9
18 01 2025 11:00,2044.24,11.42,2826.53
18 01 2025 11:10,1070.55,9.96,1593.85
18 01 2025 11:20,17.61,4.69,23.02
18 01 2025 11:30,-5.0,2.51,0.0
18 01 2025 11:40,147.14,4.58,18.71
18 01 2025 11:50,-0.4,1.44,0.0
18 01 2025 12:00,455.25,7.53,439.96
18 01 2025 12:10,618.48,8.15,644.71
18 01 2025 12:20,1209.36,9.6,1359.31
18 01 2025 12:30,29.34,4.31,10.73
18 01 2025 12:50,2526.99,12.52,3450.0
18 01 2025 13:10,3232.83,12.72,3450.0
18 01 2025 13:20,22.86,5.93,118.55
18 01 2025 13:30,2637.31,13.21,3450.0
18 01 2025 13:40,436.74,8.06,611.82
18 01 2025 13:50,3150.07,12.09,3450.0
18 01 2025 14:00,1943.84,11.03,2450.74
18 01 2025 14:10,40.21,0.72,0.0
18 01 2025 14:20,175.62,7.14,336.47
18 01 2025 14:30,98.1,5.99,126.03
18 01 2025 14:40,26.76,4.35,11.65
18 01 2025 14:50,17.49,2.88,0.0
18 01 2025 15:00,2444.43,15.23,3450.0
18 01 2025 15:10,387.98,7.37,394.33
18 01 2025 15:20,16.72,5.33,60.16
18 01 2025 15:40,3049.79,11.83,3260.29
18 01 2025 15:50,-5.0,3.47,0.5
18 01 2025 16:00,2856.9,14.52,3450.0
18 01 2025 16:10,-5.0,5.64,87.3
18 01 2025 16:20,6.4,1.83,0.0
18 01 2025 16:30,-5.0,4.02,5.06
18 01 2025 16:40,-5.0,3.38,0.27
18 01 2025 17:00,3195.04,14.15,3450.0
18 01 2025 17:10,2250.74,11.14,2555.12
18 01 2025 17:20,-5.0,4.39,12.81
18 01 2025 17:30,-5.0,4.58,18.75
18 01 2025 17:40,3429.13,12.15,3450.0
18 01 2025 17:50,65.01,2.11,0.0
18 01 2025 18:00,494.32,7.63,468.85
18 01 2025 18:10,600.15,8.09,625.08
18 01 2025 18:20,89.9,0.76,0.0
18 01 2025 18:30,1013.07,8.8,924.62
18 01 2025 18:40,-4.14,1.58,0.0
18 01 2025 18:50,1413.34,9.85,1521.35
18 01 2025 19:00,365.72,6.86,272.66
18 01 2025 19:20,104.31,6.0,127.64
18 01 2025 19:30,99.68,6.41,187.4
18 01 2025 19:40,2888.14,13.13,3450.0
18 01 2025 19:50,155.37,5.31,58.4
18 01 2025 20:00,56.28,2.0,0.0
18 01 2025 20:10,2674.6,18.98,3450.0
18 01 2025 20:20,76.55,2.72,0.0
18 01 2025 20:30,-5.0,4.11,6.54
18 01 2025 20:40,30.07,3.79,2.35
18 01 2025 20:50,485.52,7.87,548.27
18 01 2025 21:00,-5.0,4.51,16.39
18 01 2025 21:10,275.47,7.14,336.43
18 01 2025 21:20,1304.61,9.55,1326.93
18 01 2025 21:30,50.55,5.24,53.26
18 01 2025 21:40,892.57,8.71,880.34
18 01 2025 21:50,1515.64,10.6,2074.92
18 01 2025 22:00,184.16,3.58,0.95
18 01 2025 22:10,1403.19,10.21,1777.24
18 01 2025 22:20,24.71,2.12,0.0
18 01 2025 22:40,213.77,6.47,197.86
18 01 2025 22:50,-5.0,4.09,6.11
18 01 2025 23:10,134.29,2.98,0.0
18 01 2025 23:20,-5.0,4.71,23.86
18 01 2025 23:30,449.28,7.36,391.16
18 01 2025 23:40,801.11,8.5,786.34
18 01 2025 23:50,1196.57,9.6,1362.5
19 01 2025 00:00,3303.71,13.65,3450.0
19 01 2025 00:10,379.91,7.55,446.68
19 01 2025 00:20,175.89,6.31,171.92
19 01 2025 00:30,3115.55,14.79,3450.0
19 01 2025 00:40,34.73,4.99,37.29
19 01 2025 00:50,34.54,4.5,15.94
19 01 2025 01:00,357.06,7.47,422.18
19 01 2025 01:10,8.66,5.62,85.23
19 01 2025 01:20,59.58,2.35,0.0
19 01 2025 01:30,-5.0,3.78,2.21
19 01 2025 01:40,806.27,8.63,846.51
19 01 2025 01:50,1186.7,9.8,1487.3
19 01 2025 02:00,363.67,7.3,376.3
19 01 2025 02:10,41.74,1.09,0.0
19 01 2025 02:20,106.44,4.93,34.1
19 01 2025 02:40,414.38,7.57,450.9
19 01 2025 02:50,41.25,5.09,43.28
19 01 2025 03:20,122.5,6.8,260.11
19 01 2025 03:30,-5.0,4.58,18.74
19 01 2025 03:50,729.63,8.96,1000.58
19 01 2025 04:00,-5.0,5.21,51.43
19 01 2025 04:10,188.08,7.09,323.18
19 01 2025 04:20,-5.0,4.94,34.51
19 01 2025 04:30,-2.34,3.42,0.36
19 01 2025 04:40,-5.0,1.09,0.0
19 01 2025 04:50,1660.09,10.57,2052.44
19 01 2025 05:00,948.32,9.01,1025.18
19 01 2025 05:10,140.8,5.78,101.56
19 01 2025 05:20,2841.19,14.48,3450.0
19 01 2025 05:30,1994.56,10.68,2146.86
19 01 2025 05:40,639.08,8.13,638.41
19 01 2025 05:50,225.99,6.33,175.5
19 01 2025 06:00,281.78,7.18,346.06
19 01 2025 06:10,702.38,8.33,718.02
19 01 2025 06:20,33.72,5.37,63.15
19 01 2025 06:30,622.36,8.17,653.34
19 01 2025 06:40,-5.0,3.28,0.11
19 01 2025 06:50,2983.97,12.62,3450.0
19 01 2025 07:00,230.69,7.27,368.0
19 01 2025 07:20,-3.64,2.78,0.0
19 01 2025 07:30,3121.98,13.23,3450.0
19 01 2025 07:40,55.67,5.95,121.43
19 01 2025 07:50,15.9,2.79,0.0
19 01 2025 08:00,60.41,1.87,0.0
19 01 2025 08:10,3028.47,13.15,3450.0
19 01 2025 08:20,21.45,4.2,8.28
19 01 2025 08:30,49.78,6.47,197.59
19 01 2025 08:40,-5.0,5.11,44.57
19 01 2025 08:50,-5.0,4.22,8.53
19 01 2025 09:00,144.39,8.29,700.65
19 01 2025 09:10,-1.95,4.78,26.5
19 01 2025 09:20,458.31,7.25,362.07
19 01 2025 09:30,643.84,8.19,663.0
19 01 2025 09:40,2756.96,11.82,3248.32
19 01 2025 09:50,135.49,1.94,0.0
19 01 2025 10:00,265.22,6.54,210.46
19 01 2025 10:10,-5.0,3.38,0.27
19 01 2025 10:20,545.88,8.22,673.75
19 01 2025 10:40,915.24,9.55,1329.43
19 01 2025 10:50,48.34,4.11,6.45
19 01 2025 11:40,185.86,6.85,270.54
19 01 2025 11:50,979.19,9.31,1188.81
19 01 2025 12:00,-5.0,4.9,32.57
19 01 2025 12:10,593.56,8.07,617.59
19 01 2025 12:20,329.31,7.36,391.21
19 01 2025 12:30,2408.41,11.25,2654.48
19 01 2025 12:40,435.29,7.64,472.82
19 01 2025 12:50,133.8,5.01,38.55
19 01 2025 13:00,92.55,5.03,39.72
19 01 2025 13:10,1772.34,10.3,1843.84
19 01 2025 13:20,2777.9,12.41,3450.0
19 01 2025 13:30,-5.0,4.17,7.59
19 01 2025 13:40,3014.65,14.45,3450.0
19 01 2025 13:50,-5.0,5.52,75.71
19 01 2025 14:00,57.0,5.09,42.91
19 01 2025 14:20,63.75,4.37,12.18
19 01 2025 14:30,196.52,6.08,138.07
19 01 2025 14:50,357.73,7.4,404.44
19 01 2025 15:00,3222.77,15.28,3450.0
19 01 2025 15:20,605.12,8.4,744.47
19 01 2025 15:40,-5.0,3.3,0.13
19 01 2025 15:50,1186.09,9.83,1507.13
19 01 2025 16:00,-5.0,3.61,1.05
19 01 2025 16:20,888.8,9.19,1124.87
19 01 2025 16:40,6.34,5.01,38.38
19 01 2025 16:50,46.45,5.54,77.45
19 01 2025 17:00,98.69,6.1,141.46
19 01 2025 17:10,1442.64,9.89,1549.99
19 01 2025 17:20,188.78,6.33,174.28
19 01 2025 17:30,2988.33,15.14,3450.0
19 01 2025 18:00,115.94,5.52,75.44
19 01 2025 18:20,-5.0,2.91,0.0
19 01 2025 18:30,367.49,13.34,3450.0
19 01 2025 18:40,311.75,12.5,3450.0
19 01 2025 18:50,59.91,5.71,94.28
19 01 2025 19:00,5.93,2.45,0.0
19 01 2025 19:10,-5.0,4.16,7.47
19 01 2025 19:20,460.51,7.76,511.07
19 01 2025 19:50,121.92,5.86,110.97
19 01 2025 20:10,3031.62,14.08,3450.0
19 01 2025 20:20,1027.8,9.1,1075.4
19 01 2025 20:40,85.92,5.9,115.52
19 01 2025 20:50,-5.0,1.6,0.0
19 01 2025 21:00,3472.56,18.58,3450.0
19 01 2025 21:10,276.14,6.45,194.22
19 01 2025 21:20,2150.99,11.05,2468.37
19 01 2025 21:30,99.22,4.55,17.55
19 01 2025 21:40,-5.0,2.44,0.0
19 01 2025 21:50,15.44,3.78,2.22
19 01 2025 22:00,2004.91,10.99,2414.4
19 01 2025 22:20,-5.0,3.23,0.06
19 01 2025 22:30,3154.22,13.44,3450.0
19 01 2025 22:50,2119.28,10.87,2307.37
19 01 2025 23:00,580.81,8.01,593.81
19 01 2025 23:10,37.75,4.14,7.01
19 01 2025 23:30,183.42,3.38,0.25
19 01 2025 23:40,16.98,4.86,30.24
19 01 2025 23:50,515.69,8.48,778.09
20 01 2025 00:00,66.94,6.55,211.55
20 01 2025 00:10,230.99,6.93,287.57
20 01 2025 00:20,1158.2,10.24,1796.24
20 01 2025 00:30,91.7,5.59,82.56
20 01 2025 00:40,546.87,7.82,528.51
20 01 2025 00:50,122.95,4.51,16.27
20 01 2025 01:00,135.78,6.09,139.67
20 01 2025 01:20,37.24,1.48,0.0
20 01 2025 01:30,62.55,1.5,0.0
20 01 2025 01:40,180.64,2.99,0.0
20 01 2025 01:50,10.72,4.09,6.06
20 01 2025 02:00,-5.0,2.18,0.0
20 01 2025 02:10,693.91,8.74,894.94
20 01 2025 02:20,2999.65,11.58,2990.72
20 01 2025 02:30,24.95,1.23,0.0
20 01 2025 02:40,2876.78,11.69,3106.94
20 01 2025 02:50,3.08,0.69,0.0
20 01 2025 03:00,-5.0,3.9,3.42
20 01 2025 03:10,454.97,13.03,3450.0
20 01 2025 03:20,197.97,6.6,220.44
20 01 2025 03:30,-5.0,1.04,0.0
20 01 2025 03:40,1691.18,10.36,1884.14
20 01 2025 03:50,31.49,5.91,117.21
20 01 2025 04:00,627.11,8.61,836.18
20 01 2025 04:10,844.79,9.64,1388.43
20 01 2025 04:20,124.3,5.28,56.06
20 01 2025 04:30,3168.81,17.22,3450.0
20 01 2025 04:40,-5.0,3.75,1.99
20 01 2025 05:00,2953.95,15.15,3450.0
20 01 2025 05:10,1692.33,10.49,1988.61
20 01 2025 05:20,20.15,3.28,0.1
20 01 2025 05:30,-5.0,0.82,0.0
20 01 2025 05:40,175.7,4.41,13.36
20 01 2025 05:50,-5.0,3.25,0.07
20 01 2025 06:00,-5.0,2.09,0.0
20 01 2025 06:20,998.5,9.68,1411.44
20 01 2025 06:30,375.74,10.32,1856.95
20 01 2025 06:40,38.02,2.39,0.0
20 01 2025 06:50,-5.0,3.33,0.16
20 01 2025 07:00,2982.47,11.65,3062.92
20 01 2025 07:10,181.69,6.87,274.98
20 01 2025 07:30,3263.78,12.22,3450.0
20 01 2025 07:40,11.76,2.66,0.0
20 01 2025 07:50,3041.96,12.91,3450.0
20 01 2025 08:10,232.1,5.66,89.29
20 01 2025 08:20,301.87,6.55,211.51
20 01 2025 08:30,96.32,5.74,96.89
20 01 2025 08:40,-5.0,0.72,0.0
20 01 2025 09:00,81.0,3.3,0.12
20 01 2025 09:10,8.38,5.54,77.24
20 01 2025 09:30,16.39,4.8,27.41
20 01 2025 09:40,983.9,9.58,1346.7
20 01 2025 09:50,-5.0,3.98,4.51
20 01 2025 10:00,294.05,11.83,3258.07
20 01 2025 10:10,-5.0,2.29,0.0
20 01 2025 10:20,70.58,5.58,81.53
20 01 2025 10:30,1871.04,10.53,2019.01
20 01 2025 10:40,60.53,3.35,0.2
20 01 2025 10:50,2965.21,12.87,3450.0
20 01 2025 11:00,479.52,7.32,381.56
20 01 2025 11:10,2572.65,11.61,3015.62
20 01 2025 11:20,87.21,6.33,174.9
20 01 2025 11:40,316.25,7.53,439.95
20 01 2025 11:50,468.98,7.76,510.46
20 01 2025 12:00,293.31,7.33,384.89
20 01 2025 12:10,38.36,6.23,159.6
20 01 2025 12:20,259.01,9.76,1463.75
20 01 2025 12:40,2759.19,11.62,3028.01
20 01 2025 12:50,297.16,7.51,434.78
20 01 2025 13:00,2912.15,11.47,2874.61
20 01 2025 13:10,361.18,7.26,366.37
20 01 2025 13:20,2719.88,11.69,3107.37
20 01 2025 13:40,34.78,5.37,62.91
20 01 2025 13:50,30.06,5.58,81.58
20 01 2025 14:00,185.5,6.96,294.78
20 01 2025 14:10,23.91,2.0,0.0
20 01 2025 14:30,3442.97,12.57,3450.0
20 01 2025 14:40,862.87,8.69,870.65
20 01 2025 14:50,261.7,6.98,297.26
20 01 2025 15:00,6.12,1.49,0.0
20 01 2025 15:10,678.22,8.49,782.67
20 01 2025 15:20,43.19,0.98,0.0
20 01 2025 15:30,-5.0,3.0,0.0
20 01 2025 15:40,429.64,7.67,481.94
20 01 2025 16:00,-5.0,3.22,0.05
20 01 2025 16:20,199.86,4.68,22.31
20 01 2025 16:30,1390.16,9.93,1574.55
20 01 2025 16:40,2873.14,24.52,3450.0
20 01 2025 17:10,747.73,8.38,735.25
20 01 2025 17:20,1717.19,10.63,2105.25
20 01 2025 17:30,-5.0,4.95,34.97
20 01 2025 17:50,162.05,5.35,61.09
20 01 2025 18:00,2536.14,11.4,2805.77
20 01 2025 18:10,836.27,8.77,910.12
20 01 2025 18:20,2521.18,13.34,3450.0
20 01 2025 18:30,96.03,5.77,101.11
20 01 2025 18:50,175.06,6.2,155.79
20 01 2025 19:00,808.38,9.34,1205.5
20 01 2025 19:10,142.7,6.36,179.34
20 01 2025 19:20,-5.0,2.87,0.0
20 01 2025 19:30,2651.41,12.8,3450.0
20 01 2025 19:40,1740.39,10.33,1861.15
20 01 2025 19:50,-5.0,2.22,0.0
20 01 2025 20:00,622.4,8.32,711.63
20 01 2025 20:20,422.53,7.55,446.48
20 01 2025 20:30,2879.26,12.25,3450.0
20 01 2025 20:50,132.94,5.91,116.73
20 01 2025 21:00,-5.0,3.19,0.03
20 01 2025 21:10,764.84,8.72,885.37
20 01 2025 21:20,343.92,7.22,356.17
20 01 2025 21:30,-5.0,5.6,83.26
20 01 2025 21:40,1250.28,21.69,3450.0
20 01 2025 21:50,486.86,8.32,711.6
20 01 2025 22:00,112.96,5.7,93.36
20 01 2025 22:10,18.65,4.45,14.33
20 01 2025 22:20,2887.28,12.74,3450.0
20 01 2025 22:30,19.17,2.31,0.0
20 01 2025 22:40,2148.49,11.54,2952.0
20 01 2025 22:50,-5.0,3.18,0.03
20 01 2025 23:00,7.48,2.56,0.0
20 01 2025 23:10,118.53,6.32,173.18
20 01 2025 23:20,698.65,8.36,729.49
20 01 2025 23:30,2876.37,13.97,3450.0
20 01 2025 23:40,33.21,4.07,5.78
20 01 2025 23:50,-5.0,0.83,0.0
21 01 2025 00:00,-5.0,1.82,0.0
21 01 2025 00:10,157.45,5.58,81.43
21 01 2025 00:30,-5.0,5.55,78.52
21 01 2025 00:40,16.99,6.52,206.74
21 01 2025 01:00,-5.0,3.22,0.05
21 01 2025 01:10,413.89,11.13,2541.21
21 01 2025 01:20,176.46,6.3,170.47
21 01 2025 01:50,171.68,2.57,0.0
21 01 2025 02:00,2478.42,11.3,2707.83
21 01 2025 02:10,133.0,5.6,83.12
21 01 2025 02:20,526.12,7.94,570.2
21 01 2025 02:30,3642.08,13.02,3450.0
21 01 2025 02:40,322.08,7.14,336.32
21 01 2025 02:50,86.41,0.87,0.0
21 01 2025 03:00,-5.0,0.79,0.0
21 01 2025 03:10,3031.84,19.87,3450.0
21 01 2025 03:20,97.04,6.29,168.05
21 01 2025 03:50,119.65,5.52,75.41
21 01 2025 04:00,80.18,1.93,0.0
21 01 2025 04:10,307.62,6.63,226.54
21 01 2025 04:20,825.79,8.79,919.55
21 01 2025 04:30,3409.44,15.96,3450.0
21 01 2025 04:40,-5.0,1.23,0.0
21 01 2025 04:50,659.46,8.04,606.62
21 01 2025 05:00,181.91,6.58,217.64
21 01 2025 05:10,108.97,4.1,6.34
21 01 2025 05:30,-4.53,5.01,38.17
21 01 2025 05:40,1575.09,10.03,1646.74
21 01 2025 05:50,614.62,8.45,767.38
21 01 2025 06:00,-5.0,4.21,8.47
21 01 2025 06:10,144.9,6.66,231.87
21 01 2025 06:20,-5.0,3.6,1.03
21 01 2025 06:30,206.91,8.97,1009.32
21 01 2025 06:40,31.79,3.47,0.48
21 01 2025 06:50,626.49,8.31,708.72
21 01 2025 07:10,118.29,6.21,156.81
21 01 2025 07:20,398.34,7.34,388.01
21 01 2025 07:40,1446.6,10.41,1926.98
21 01 2025 07:50,1002.52,9.01,1026.6
21 01 2025 08:00,120.66,6.66,231.7
21 01 2025 08:10,33.25,0.96,0.0
21 01 2025 08:20,723.24,8.73,888.76
21 01 2025 08:30,2065.74,10.71,2166.42
21 01 2025 08:40,2793.04,12.11,3450.0
21 01 2025 08:50,26.26,7.47,423.1
21 01 2025 09:00,95.31,2.07,0.0
21 01 2025 09:10,24.95,6.01,128.88
21 01 2025 09:20,90.54,3.8,2.46
21 01 2025 09:30,4.6,3.53,0.71
21 01 2025 09:40,1769.51,10.77,2216.39
21 01 2025 09:50,-1.83,1.14,0.0
21 01 2025 10:00,-5.0,4.57,18.46
21 01 2025 10:10,29.77,3.16,0.02
21 01 2025 10:20,1301.28,9.89,1545.39
21 01 2025 10:30,3140.56,14.2,3450.0
21 01 2025 10:40,-5.0,5.06,41.09
21 01 2025 10:50,105.3,5.8,103.72
21 01 2025 11:00,-5.0,3.79,2.36
21 01 2025 11:20,1321.34,9.94,1581.79
21 01 2025 11:30,1984.07,10.66,2130.38
21 01 2025 11:40,408.87,8.04,607.16
21 01 2025 11:50,-5.0,4.42,13.56
21 01 2025 12:00,-5.0,3.89,3.29
21 01 2025 12:10,760.83,8.28,695.18
21 01 2025 12:20,3178.98,11.95,3387.49
21 01 2025 12:40,339.3,21.72,3450.0
21 01 2025 12:50,2150.84,10.76,2215.19
21 01 2025 13:10,816.84,9.06,1051.81
21 01 2025 13:20,4.19,5.43,67.78
21 01 2025 13:30,226.01,6.86,272.76
21 01 2025 13:40,156.86,10.08,1676.41
21 01 2025 13:50,3564.85,18.44,3450.0
21 01 2025 14:10,416.16,7.79,518.58
21 01 2025 14:20,175.01,6.42,189.93
21 01 2025 14:30,326.74,7.16,340.48
21 01 2025 14:40,132.61,6.28,166.72
21 01 2025 14:50,89.33,6.3,170.17
21 01 2025 15:10,1.96,4.74,24.79
21 01 2025 15:30,219.67,6.16,150.01
21 01 2025 15:40,331.96,7.8,522.48
21 01 2025 15:50,425.25,7.61,464.29
21 01 2025 16:00,64.74,6.07,137.2
21 01 2025 16:10,538.19,8.33,717.8
21 01 2025 16:20,-5.0,4.96,35.8
21 01 2025 16:40,-5.0,3.38,0.26
21 01 2025 16:50,-5.0,4.67,21.96
21 01 2025 17:00,296.03,6.8,259.13
21 01 2025 17:10,384.58,7.72,497.38
21 01 2025 17:30,80.41,5.38,63.72
21 01 2025 17:40,1503.64,10.74,2192.54
21 01 2025 17:50,111.29,7.21,353.14
21 01 2025 18:00,2286.71,11.05,2469.12
21 01 2025 18:10,2116.02,10.96,2383.61
21 01 2025 18:30,2940.95,11.49,2900.7
21 01 2025 18:40,582.43,8.27,692.91
21 01 2025 18:50,1576.37,10.71,2167.33
21 01 2025 19:00,2829.05,17.15,3450.0
21 01 2025 19:10,1174.77,9.5,1299.26
21 01 2025 19:20,-5.0,2.44,0.0
21 01 2025 19:30,36.56,4.05,5.52
21 01 2025 19:40,3003.88,11.94,3382.68
21 01 2025 19:50,91.8,4.34,11.43
21 01 2025 20:00,-5.0,3.48,0.51
21 01 2025 20:10,334.94,7.39,399.26
21 01 2025 20:30,1625.89,10.31,1844.87
21 01 2025 20:40,52.78,5.96,122.31
21 01 2025 20:50,170.97,6.82,264.63
21 01 2025 21:00,-5.0,5.11,44.26
21 01 2025 21:10,982.95,9.15,1100.58
21 01 2025 21:20,93.98,6.48,198.72
21 01 2025 21:30,142.9,5.54,77.52
21 01 2025 21:40,49.47,2.46,0.0
21 01 2025 21:50,1022.85,9.34,1206.99
21 01 2025 22:00,39.45,2.81,0.0
21 01 2025 22:20,34.41,2.16,0.0
21 01 2025 22:30,2999.75,13.82,3450.0
21 01 2025 22:40,90.72,5.81,105.14
21 01 2025 22:50,5.26,3.98,4.43
21 01 2025 23:00,2615.57,11.43,2833.94
21 01 2025 23:10,-5.0,3.17,0.02
21 01 2025 23:20,656.52,8.39,740.65
21 01 2025 23:30,85.23,7.59,457.37
21 01 2025 23:50,2675.29,12.5,3450.0
22 01 2025 00:00,31.44,4.59,19.1
22 01 2025 00:10,112.65,4.13,6.76
22 01 2025 00:20,50.29,2.78,0.0
22 01 2025 00:30,139.16,2.77,0.0
22 01 2025 00:40,46.65,5.43,68.33
22 01 2025 00:50,1528.86,10.26,1808.54
22 01 2025 01:10,3095.19,12.27,3450.0
22 01 2025 01:20,29.03,1.97,0.0
22 01 2025 01:30,915.47,9.04,1043.91
22 01 2025 01:40,137.88,6.0,127.6
22 01 2025 02:00,50.54,1.96,0.0
22 01 2025 02:10,229.09,6.97,296.77
22 01 2025 02:20,-5.0,1.5,0.0
22 01 2025 02:30,925.29,9.32,1192.24
22 01 2025 02:40,-5.0,2.35,0.0
22 01 2025 02:50,62.88,6.29,168.19
22 01 2025 03:10,385.75,7.11,328.62
22 01 2025 03:20,219.59,7.08,321.09
22 01 2025 03:30,23.7,4.95,35.32
22 01 2025 03:40,661.09,10.45,1959.58
22 01 2025 04:00,2769.36,14.75,3450.0
22 01 2025 04:30,-5.0,1.54,0.0
22 01 2025 04:40,-5.0,2.21,0.0
22 01 2025 04:50,60.54,1.99,0.0
22 01 2025 05:00,15.46,1.41,0.0
22 01 2025 05:10,689.44,8.04,606.5
22 01 2025 05:20,600.46,7.7,492.85
22 01 2025 05:30,42.95,5.37,62.63
22 01 2025 05:40,904.27,8.7,874.59
22 01 2025 05:50,2512.81,12.84,3450.0
22 01 2025 06:00,-5.0,4.96,35.59
22 01 2025 06:30,-5.0,3.26,0.09
22 01 2025 06:40,-5.0,0.91,0.0
22 01 2025 07:00,2906.08,12.18,3450.0
22 01 2025 07:10,117.13,9.14,1095.55
22 01 2025 07:20,355.42,7.15,339.11
22 01 2025 07:40,357.31,7.86,544.49
22 01 2025 07:50,-5.0,2.08,0.0
22 01 2025 08:00,924.32,8.77,910.72
22 01 2025 08:10,149.12,6.42,189.95
22 01 2025 08:20,48.02,4.93,34.08
22 01 2025 08:30,-5.0,5.6,83.15
22 01 2025 08:40,-5.0,4.11,6.46
22 01 2025 08:50,3173.47,15.94,3450.0
22 01 2025 09:00,815.28,8.58,822.06
22 01 2025 09:10,351.79,7.13,333.74
22 01 2025 09:20,-5.0,2.14,0.0
22 01 2025 09:30,-5.0,2.24,0.0
22 01 2025 09:40,3070.23,12.3,3450.0
22 01 2025 09:50,1626.58,10.45,1959.76
22 01 2025 10:00,-2.41,3.49,0.57
22 01 2025 10:10,35.66,4.83,29.24
22 01 2025 10:20,778.85,8.7,874.17
22 01 2025 10:30,678.99,8.42,752.27
22 01 2025 10:40,72.13,5.67,90.05
22 01 2025 11:00,52.71,7.34,388.07
22 01 2025 11:10,905.96,8.8,925.44
22 01 2025 11:20,2347.41,11.1,2516.32
22 01 2025 11:30,-5.0,3.54,0.73
22 01 2025 11:40,-3.04,5.48,71.87
22 01 2025 11:50,845.31,8.73,888.33
22 01 2025 12:00,-5.0,3.0,0.0
22 01 2025 12:10,2925.55,21.2,3450.0
22 01 2025 12:20,3477.46,14.29,3450.0
22 01 2025 12:30,574.61,7.97,580.26
22 01 2025 12:40,65.47,4.98,36.81
22 01 2025 12:50,714.76,8.49,782.22
22 01 2025 13:10,3054.55,16.84,3450.0
22 01 2025 13:20,17.52,2.52,0.0
22 01 2025 13:30,322.28,7.52,436.76
22 01 2025 13:40,415.65,7.53,441.37
22 01 2025 13:50,-5.0,4.09,6.18
22 01 2025 14:20,758.21,8.73,891.92
22 01 2025 14:40,-5.0,3.92,3.65
22 01 2025 14:50,454.42,8.16,650.59
22 01 2025 15:10,44.21,2.81,0.0
22 01 2025 15:20,3063.81,13.24,3450.0
22 01 2025 15:30,2884.16,13.14,3450.0
22 01 2025 15:40,3193.27,15.5,3450.0
22 01 2025 15:50,65.85,3.6,1.04
22 01 2025 16:00,3475.0,13.33,3450.0
22 01 2025 16:10,1455.52,10.06,1668.38
22 01 2025 16:20,-3.53,3.16,0.02
22 01 2025 16:40,47.7,4.84,29.5
